Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An integrated decision-making methodology based on Pythagorean fuzzy sets for social robot evaluation","Soft Computing","","26","19","10.1007/s00500-022-07303-5","İhsan KayaAli KaraşanBetül ÖzkanMurat Çolak","2022","http://link.springer.com/article/10.1007/s00500-022-07303-5","Article"
"Probabilistic Approach to Multi-Stage Supplier Evaluation: Confidence Level Measurement in Ordinal Priority Approach","Group Decision and Negotiation","","31","5","10.1007/s10726-022-09790-1","Amin MahmoudiSaad Ahmed Javed","2022","http://link.springer.com/article/10.1007/s10726-022-09790-1","Article"
"T-Spherical fuzzy ORESTE method based on cross-entropy measures and its application in multiple attribute decision-making","Soft Computing","","26","19","10.1007/s00500-022-07287-2","Wei YangYongfeng Pang","2022","http://link.springer.com/article/10.1007/s00500-022-07287-2","Article"
"Quality management in a fractional horsepower electrical motor industry: a case study","International Journal of System Assurance Engineering and Management","","13","5","10.1007/s13198-022-01625-1","Rashmi R. MohantyA. Subash Babu","2022","http://link.springer.com/article/10.1007/s13198-022-01625-1","Article"
"A novel integrated MADM method for design concept evaluation","Scientific Reports","","12","1","10.1038/s41598-022-20044-7","Zhe ChenPeisi ZhongMei LiuQing MaGuangyao Si","2022","http://link.springer.com/article/10.1038/s41598-022-20044-7","Article"
"Sustainable project portfolio selection and optimization with considerations of outsourcing decisions, financing options and staff assignment under interval type-2 fuzzy uncertainty","Neural Computing and Applications","","34","17","10.1007/s00521-022-07207-3","Vahid MohagheghiSeyed Meysam MousaviReza Shahabi-Shahmiri","2022","http://link.springer.com/article/10.1007/s00521-022-07207-3","Article"
"Evaluation and selection strategy for green supply chain using interval-valued q-rung orthopair fuzzy combinative distance-based assessment","Environment, Development and Sustainability","","24","9","10.1007/s10668-021-01876-1","Syed Abdul Rehman KhanManoj MathewP. D. D. DominicMuhammad Umar","2022","http://link.springer.com/article/10.1007/s10668-021-01876-1","Article"
"Toward product green design of modeling, assessment, optimization, and tools: a comprehensive review","The International Journal of Advanced Manufacturing Technology","","122","5 - 6","10.1007/s00170-022-10021-9","Lin KongLiming WangFangyi LiJing Guo","2022","http://link.springer.com/article/10.1007/s00170-022-10021-9","Article"
"Risk management in sustainable supply chain: a knowledge map towards intellectual structure, logic diagram, and conceptual model","Environmental Science and Pollution Research","","29","44","10.1007/s11356-022-22255-x","Liang WangYiming ChengZeyu Wang","2022","http://link.springer.com/article/10.1007/s11356-022-22255-x","Article"
"Design and optimization of a sustainable and resilient mask supply chain during the COVID-19 pandemic: A multi-objective approach","Environment, Development and Sustainability","","","","10.1007/s10668-022-02604-z","Milad Alizadeh-MeghraziBabak Mohamadpour TosarkaniSaman Hassanzadeh AminMilos R PopovicPayman Ahi","2022","http://link.springer.com/article/10.1007/s10668-022-02604-z","Article"
"Design Theory and Method of Complex Products: A Review","Chinese Journal of Mechanical Engineering","","35","1","10.1186/s10033-022-00779-0","Chan QiuJianrong TanZhenyu LiuHaoyang MaoWeifei Hu","2022","http://link.springer.com/article/10.1186/s10033-022-00779-0","Article"
"A decision support model based on q-rung orthopair fuzzy number for glove design application","Neural Computing and Applications","","34","15","10.1007/s00521-022-07118-3","Ömer Faruk EfeBurak Efe","2022","http://link.springer.com/article/10.1007/s00521-022-07118-3","Article"
"Applications of data envelopment analysis in supplier selection between 2000 and 2020: a literature review","Annals of Operations Research","","315","2","10.1007/s10479-021-03931-6","Pankaj DuttaBharath JaikumarManpreet Singh Arora","2022","http://link.springer.com/article/10.1007/s10479-021-03931-6","Article"
"A new dynamic multi-attribute decision making method based on Markov chain and linear assignment","Annals of Operations Research","","315","1","10.1007/s10479-022-04644-0","Seyed Hossein Razavi HajiaghaJalil Heidary-DahooieIeva Meidutė-KavaliauskienėKannan Govindan","2022","http://link.springer.com/article/10.1007/s10479-022-04644-0","Article"
"Technological environment and commercialization of Carbon Mineralization Flagship in Korea: production and utilization of complex carbonates using coal ash","Clean Technologies and Environmental Policy","","24","6","10.1007/s10098-022-02294-1","Seok-ho JungSeong-Taek YunHo Young JoMeehye LeeSeong-Ho LeeEunhoo Jeong","2022","http://link.springer.com/article/10.1007/s10098-022-02294-1","Article"
"Control measure prioritization in Fine − Kinney-based risk assessment: a Bayesian BWM-Fuzzy VIKOR combined approach in an oil station","Environmental Science and Pollution Research","","29","39","10.1007/s11356-022-19454-x","Muhammet GulMelih YucesanMuhammet Fatih Ak","2022","http://link.springer.com/article/10.1007/s11356-022-19454-x","Article"
"Green supplier’s selection using economic and environmental criteria in medical industry","Environment, Development and Sustainability","","","","10.1007/s10668-022-02544-8","Adis PuškaAdmir BeganovićIlija StojanovićSašo Murtič","2022","http://link.springer.com/article/10.1007/s10668-022-02544-8","Article"
"Organizing the fragmented landscape of multidisciplinary product development: a mapping of approaches, processes, methods and tools from the scientific literature","Research in Engineering Design","","33","3","10.1007/s00163-022-00389-w","Julia GuérineauMatthieu BricogneLouis RivestAlexandre Durupt","2022","http://link.springer.com/article/10.1007/s00163-022-00389-w","Article"
"Circular function deployment: a novel mathematical model to identify design factors for circular economy","Environment, Development and Sustainability","","24","7","10.1007/s10668-021-01813-2","K. E. K. VimalMing-Lang TsengSamanyu RajuMahesh CherukuriAmith AshwithiJayakrishna Kandasamy","2022","http://link.springer.com/article/10.1007/s10668-021-01813-2","Article"
"A fuzzy cognitive map based on Nash bargaining game for supplier selection problem: a case study on auto parts industry","Operational Research","","22","3","10.1007/s12351-020-00606-1","Mohsen Abbaspour OnariMustafa Jahangoshai Rezaee","2022","http://link.springer.com/article/10.1007/s12351-020-00606-1","Article"
"An Optimization Strategy to Improve Performance in Electrochemical Discharge Machining of Borosilicate Glass Using Graph Theory Algorithm and Desirability Index","Silicon","","14","10","10.1007/s12633-021-01317-8","Jinka RanganayakuluP. V. SrihariK. Venkata Rao","2022","http://link.springer.com/article/10.1007/s12633-021-01317-8","Article"
"A multi-attribute supply chain network resilience assessment framework based on SNA-inspired indicators","Operational Research","","22","3","10.1007/s12351-021-00644-3","Iman KazemianS. Ali TorabiChristopher W. ZobelYuhong LiMilad Baghersad","2022","http://link.springer.com/article/10.1007/s12351-021-00644-3","Article"
"A modeling framework to support the implementation of engineering changes in designing complex products","Research in Engineering Design","","33","3","10.1007/s00163-022-00388-x","Haibing LiQinghua LuRoland Lachmayer","2022","http://link.springer.com/article/10.1007/s00163-022-00388-x","Article"
"Understanding the financial innovation priorities for renewable energy investors via QFD-based picture fuzzy and rough numbers","Financial Innovation","","8","1","10.1186/s40854-022-00372-3","Wei LiSerhat YükselHasan Dinçer","2022","http://link.springer.com/article/10.1186/s40854-022-00372-3","Article"
"Quality function deployment improvement: A bibliometric analysis and literature review","Quality & Quantity","","56","3","10.1007/s11135-021-01179-7","Jia HuangLing-Xiang MaoHu-Chen LiuMin-shun Song","2022","http://link.springer.com/article/10.1007/s11135-021-01179-7","Article"
"Assessment of groundwater dynamics in Quaternary aquifers of the Phrae Basin, northern Thailand, using isotope techniques","Hydrogeology Journal","","30","4","10.1007/s10040-022-02478-5","Kiattipong KamdeePrayath NantasinSrilert ChotpantaratChakrit SaengkorakotPatchareeya ChanruangChalermpong PoleeSasiphan KhaweeratNichtima UapoonpholRatchai FungklinWiranee SriwiangSupalak KongsriChunyapuk Kukusamude","2022","http://link.springer.com/article/10.1007/s10040-022-02478-5","Article"
"An integrated quality-function-deployment and stochastic-dominance-based decision-making approach for prioritizing product concept alternatives","Complex & Intelligent Systems","","8","3","10.1007/s40747-022-00681-1","Zeng-Qiang WangZhen-Song ChenHarish GargYun PuKwai-Sang Chin","2022","http://link.springer.com/article/10.1007/s40747-022-00681-1","Article"
"A comprehensive decision framework with interval valued type-2 fuzzy AHP for evaluating all critical success factors of e-learning platforms","Education and Information Technologies","","27","5","10.1007/s10639-021-10834-3","Uğur AtıcıAylin AdemMehmet Burak ŞenolMetin Dağdeviren","2022","http://link.springer.com/article/10.1007/s10639-021-10834-3","Article"
"Integrated product, process and manufacturing system development for multifunctional micromachine tool","The International Journal of Advanced Manufacturing Technology","","120","11 - 12","10.1007/s00170-022-09060-z","Daniel CortésJosé RamírezJorge MedinaArturo Molina","2022","http://link.springer.com/article/10.1007/s00170-022-09060-z","Article"
"Application of failure mode effect and criticality analysis to industrial handling equipment","The International Journal of Advanced Manufacturing Technology","","120","7 - 8","10.1007/s00170-022-09099-y","Rachida Rouabhia-EssalhiEl Hadi BoukrouhYoucef Ghemari","2022","http://link.springer.com/article/10.1007/s00170-022-09099-y","Article"
"“A multi-tier sustainable food supplier selection model under uncertainty”","Operations Management Research","","15","1 - 2","10.1007/s12063-021-00186-z","Morteza YazdaniDragan PamucarPrasenjit ChatterjeeAli Ebadi Torkayesh","2022","http://link.springer.com/article/10.1007/s12063-021-00186-z","Article"
"Application of Axiomatic Design and Design Structure Matrix for Early Identification of Changes in Construction Projects","Journal of The Institution of Engineers (India): Series A","","103","2","10.1007/s40030-021-00612-2","S. P. Sreenivas Padala","2022","http://link.springer.com/article/10.1007/s40030-021-00612-2","Article"
"Shipping Economics Development: A Review from the Perspective of the Shipping Industry Chain for the Past Four Decades","Journal of Shanghai Jiaotong University (Science)","","27","3","10.1007/s12204-022-2449-y","Qiliang Xia 夏启亮Feier Chen 陈飞儿","2022","http://link.springer.com/article/10.1007/s12204-022-2449-y","Article"
"Determining via the Kano Model the Importance of Quality Characteristics in Construction Management","KSCE Journal of Civil Engineering","","26","6","10.1007/s12205-022-1830-6","Jin-Ho ChoByung-Soo Kim","2022","http://link.springer.com/article/10.1007/s12205-022-1830-6","Article"
"An ontology-based modelling and reasoning framework for assembly process selection","The International Journal of Advanced Manufacturing Technology","","120","7 - 8","10.1007/s00170-022-09002-9","Shantanu Kumar DasAbinash Kumar Swain","2022","http://link.springer.com/article/10.1007/s00170-022-09002-9","Article"
"Optimization parameter for microgripper based on triple-stair compliant mechanism using GTs-TOPSIS","The International Journal of Advanced Manufacturing Technology","","120","11 - 12","10.1007/s00170-022-09250-9","Chia–Nan WangThi Diem-My Le","2022","http://link.springer.com/article/10.1007/s00170-022-09250-9","Article"
"Performance measurement for green supplier selection based on data envelopment analysis","Environmental Science and Pollution Research","","29","30","10.1007/s11356-021-17897-2","Xia YanXi BaoRongqing ZhaoFenfen Li","2022","http://link.springer.com/article/10.1007/s11356-021-17897-2","Article"
"A bi-level model for a closed-loop agricultural supply chain considering biogas and compost","Environment, Development and Sustainability","","","","10.1007/s10668-022-02397-1","Armin CheraghalipourEmad Roghanian","2022","http://link.springer.com/article/10.1007/s10668-022-02397-1","Article"
"Curriculum design for vocational industrial robotics: the quality function deployment (QFD) approach used in China for vocational course design","SN Social Sciences","","2","5","10.1007/s43545-022-00366-z","Yuanbin TangJian WeiYu XinXiangwei Mou","2022","http://link.springer.com/article/10.1007/s43545-022-00366-z","Article"
"A novel IVIF QFD considering both the correlations of customer requirements and the ranking uncertainty of technical attributes","Soft Computing","","26","9","10.1007/s00500-022-06892-5","Linyu WangLiying YuZhongxin Ni","2022","http://link.springer.com/article/10.1007/s00500-022-06892-5","Article"
"Conceptual robot design for the automated layout of building structures by integrating QFD and TRIZ","The International Journal of Advanced Manufacturing Technology","","120","3 - 4","10.1007/s00170-022-08803-2","Taehoon KimHyunsu LimKyuman Cho","2022","http://link.springer.com/article/10.1007/s00170-022-08803-2","Article"
"A modular product design framework for the home appliance industry","The International Journal of Advanced Manufacturing Technology","","120","3 - 4","10.1007/s00170-022-08896-9","Matheus Bólico LimaFlávio Issao Kubota","2022","http://link.springer.com/article/10.1007/s00170-022-08896-9","Article"
"Assessment of occupational health and safety risks in a Turkish public hospital using a two-stage hesitant fuzzy linguistic approach","Environmental Science and Pollution Research","","29","24","10.1007/s11356-021-18191-x","Aslı Çalış BoyacıAslı Selim","2022","http://link.springer.com/article/10.1007/s11356-021-18191-x","Article"
"Selection of suitable distance education platforms based on human–computer interaction criteria under fuzzy environment","Neural Computing and Applications","","34","10","10.1007/s00521-022-06935-w","Aylin AdemErman ÇakıtMetin Dağdeviren","2022","http://link.springer.com/article/10.1007/s00521-022-06935-w","Article"
"Integrating supplier selection, lot sizing and facility location decisions under a TBL approach: a case study","Soft Computing","","26","10","10.1007/s00500-022-06866-7","Mehmet AlegozHaluk Yapicioglu","2022","http://link.springer.com/article/10.1007/s00500-022-06866-7","Article"
"Development of training method for vessel traffic service based on cognitive process","Cognition, Technology & Work","","24","2","10.1007/s10111-021-00684-x","Binbing SongHiroko ItohYasumi Kawamura","2022","http://link.springer.com/article/10.1007/s10111-021-00684-x","Article"
"An extended hybrid fuzzy multi-criteria decision model for sustainable and resilient supplier selection","Environmental Science and Pollution Research","","29","25","10.1007/s11356-021-17851-2","Ahmadreza AfrasiabiMadjid TavanaDebora Di Caprio","2022","http://link.springer.com/article/10.1007/s11356-021-17851-2","Article"
"An empirical study of supply chain sustainability with financial performances of Indian firms","Environment, Development and Sustainability","","24","5","10.1007/s10668-021-01717-1","Nikunj SachinR. Rajesh","2022","http://link.springer.com/article/10.1007/s10668-021-01717-1","Article"
"An integrated expert weight determination method for design concept evaluation","Scientific Reports","","12","1","10.1038/s41598-022-10333-6","Zhe ChenPeisi ZhongMei LiuQing MaGuangyao Si","2022","http://link.springer.com/article/10.1038/s41598-022-10333-6","Article"
"Industry oriented quality management of engineering education: an integrated QFD-TOPSIS approach","International Journal of System Assurance Engineering and Management","","13","2","10.1007/s13198-021-01360-z","Ajit Kumar SinghA. M. Rawani","2022","http://link.springer.com/article/10.1007/s13198-021-01360-z","Article"
"FAQT: A Precise System for Welding Process Selection","International Journal of Fuzzy Systems","","24","3","10.1007/s40815-021-01219-2","Mohamed OmarKhaled JanadaHassan Soltan","2022","http://link.springer.com/article/10.1007/s40815-021-01219-2","Article"
"Project scheduling in a lean environment to maximize value and minimize overruns","Journal of Scheduling","","25","2","10.1007/s10951-022-00727-9","Claudio SzwarcfiterYale T. HererAvraham Shtub","2022","http://link.springer.com/article/10.1007/s10951-022-00727-9","Article"
"A facilitating framework for a developing country to adopt smart waste management in the context of circular economy","Environmental Science and Pollution Research","","29","18","10.1007/s11356-021-17573-5","Feroz KhanYousaf Ali","2022","http://link.springer.com/article/10.1007/s11356-021-17573-5","Article"
"Toward an action-granularity-oriented modularization strategy for complex mechanical products using a hybrid GGA-CGA method","Neural Computing and Applications","","34","8","10.1007/s00521-021-06796-9","Liming XiaoGuangquan HuangGenbao Zhang","2022","http://link.springer.com/article/10.1007/s00521-021-06796-9","Article"
"An extended MAIRCA method using intuitionistic fuzzy sets for coronavirus vaccine selection in the age of COVID-19","Neural Computing and Applications","","34","7","10.1007/s00521-021-06728-7","Fatih Ecer","2022","http://link.springer.com/article/10.1007/s00521-021-06728-7","Article"
"Circular supplier selection using interval-valued intuitionistic fuzzy sets","Environment, Development and Sustainability","","24","4","10.1007/s10668-021-01671-y","Selçuk Perçin","2022","http://link.springer.com/article/10.1007/s10668-021-01671-y","Article"
"A model proposal to examine the effects of ships to marine pollution in terms of internal and external factors","Soft Computing","","26","5","10.1007/s00500-021-06626-z","Burak EfeÖmer Faruk EfeAlessio Ishizaka","2022","http://link.springer.com/article/10.1007/s00500-021-06626-z","Article"
"Lean Six Sigma for the automotive industry through the tools and aspects within metrics: a literature review","The International Journal of Advanced Manufacturing Technology","","119","3 - 4","10.1007/s00170-021-08336-0","Iris Bento da SilvaMarcio Gonçalves CabeçaGustavo Franco BarbosaSidney Bruce Shiki","2022","http://link.springer.com/article/10.1007/s00170-021-08336-0","Article"
"Gas turbine cost and value management in the conceptual design stage","International Journal on Interactive Design and Manufacturing (IJIDeM)","","16","1","10.1007/s12008-021-00823-8","Irene MartinelliClaudio FaviFederico CampiGiulio Marcello Lo PrestiMichele Germani","2022","http://link.springer.com/article/10.1007/s12008-021-00823-8","Article"
"Sustainable Process Selection Using a Hybrid Fuzzy DEMATEL and Fuzzy Inference System","International Journal of Fuzzy Systems","","24","2","10.1007/s40815-021-01221-8","Seyed Hossein Razavi HajiaghaJalil Heidary DahooieNiloofar Ahmadzadeh KandiEdmundas Kazimieras ZavadskasZeshui Xu","2022","http://link.springer.com/article/10.1007/s40815-021-01221-8","Article"
"Design Decision in the Manufacturing Environment Using an Improved Multiple-Criteria Performance Evaluation Method","Arabian Journal for Science and Engineering","","47","3","10.1007/s13369-021-06049-w","Prabhat KumarPuneet Tandon","2022","http://link.springer.com/article/10.1007/s13369-021-06049-w","Article"
"Multi-criteria decision making for green supplier selection using interval type-2 fuzzy AHP: a case study of a home appliance manufacturer","Operational Research","","22","1","10.1007/s12351-020-00552-y","Fatih Ecer","2022","http://link.springer.com/article/10.1007/s12351-020-00552-y","Article"
"Impacts of Industry 4.0 technologies on Lean management tools: a bibliometric analysis","International Journal on Interactive Design and Manufacturing (IJIDeM)","","16","1","10.1007/s12008-021-00795-9","Elafri NedjwaRose BertrandSouad Sassi Boudemagh","2022","http://link.springer.com/article/10.1007/s12008-021-00795-9","Article"
"A clustering approach for modularizing service-oriented systems","Journal of Intelligent Manufacturing","","33","3","10.1007/s10845-020-01668-w","Omar EzzatKhaled MediniXavier BoucherXavier Delorme","2022","http://link.springer.com/article/10.1007/s10845-020-01668-w","Article"
"Performance evaluation of sustainable projects: a possibilistic integrated novel analytic hierarchy process-data envelopment analysis approach using Z-Number information","Environment, Development and Sustainability","","24","3","10.1007/s10668-021-01565-z","Ali RezaHoseiniZahra RahmaniMorteza BagherPour","2022","http://link.springer.com/article/10.1007/s10668-021-01565-z","Article"
"Using refined kano model and decision trees to discover learners’ needs for teaching videos","Multimedia Tools and Applications","","81","6","10.1007/s11042-021-11744-9","Wen-Kuo ChenJing-Rong ChangLong-Sheng ChenRui-Yang Hsu","2022","http://link.springer.com/article/10.1007/s11042-021-11744-9","Article"
"Rapid development of an integrated remote programming platform for neuromodulation systems through the biodesign process","Scientific Reports","","12","1","10.1038/s41598-022-06098-7","Peter SilburnScott DeBatesTucker TomlinsonJeremy SchwarkGregory CreekHiren PatelAsish PunnooseBinith CheeranErika RossDouglas LautnerYagna J. Pathak","2022","http://link.springer.com/article/10.1038/s41598-022-06098-7","Article"
"Product development using Design for Six Sigma approach: case study in switchgear industry","International Journal of System Assurance Engineering and Management","","13","1","10.1007/s13198-021-01199-4","Sainath G. BidikarSantosh B. RanePrathamesh R. Potdar","2022","http://link.springer.com/article/10.1007/s13198-021-01199-4","Article"
"A biclustering-based heterogeneous customer requirement determination method from customer participation in product development","Annals of Operations Research","","309","2","10.1007/s10479-020-03607-7","Xinghua FangJian ZhouHongya ZhaoYizeng Chen","2022","http://link.springer.com/article/10.1007/s10479-020-03607-7","Article"
"Integrated livestock sector nitrogen pollution abatement measures could generate net benefits for human and ecosystem health in China","Nature Food","","3","2","10.1038/s43016-022-00462-6","Zhiping ZhuXiuming ZhangHongmin DongSitong WangStefan ReisYue LiBaojing Gu","2022","http://link.springer.com/article/10.1038/s43016-022-00462-6","Article"
"A new hybrid model based on rough step-wise weight assessment ratio analysis for third-party logistics selection","Soft Computing","","26","4","10.1007/s00500-021-06374-0","Alptekin UlutaşAyşe Topal","2022","http://link.springer.com/article/10.1007/s00500-021-06374-0","Article"
"Optimization of Dwell and Ramp Times for SAC305 Solder Thermal Cycling Fatigue Life for Testing and Real-Life Applications","Journal of Failure Analysis and Prevention","","22","1","10.1007/s11668-021-01290-9","Mohammad A. Gharaibeh","2022","http://link.springer.com/article/10.1007/s11668-021-01290-9","Article"
"Application of the QFD-fuzzy-SERVQUAL methodology as a quality planning tool at the surgical centre of a public teaching hospital","BMC Medical Informatics and Decision Making","","22","1","10.1186/s12911-022-01746-4","Jurandir Barreto Galdino JuniorHélio Roberto HékisJosé Alfredo Ferreira CostaÍon Garcia Mascarenhas de AndradeEric Lucas dos Santos CabralWilkson Ricardo Silva CastroDavidson Rogério de Medeiros FlorentinoTiago de Oliveira BarretoJoão Florêncio da Costa Júnior","2022","http://link.springer.com/article/10.1186/s12911-022-01746-4","Article"
"An Integrated QFD and Common Weight DEA-Based Fuzzy MCDM Framework for Performance Ranking of Countries","Social Indicators Research","","159","1","10.1007/s11205-021-02751-2","Nazli GokerE. Ertugrul KarsakMehtap Dursun","2022","http://link.springer.com/article/10.1007/s11205-021-02751-2","Article"
"An integrated design method for remanufacturing process based on performance demand","The International Journal of Advanced Manufacturing Technology","","118","3 - 4","10.1007/s00170-021-07923-5","Chao KeZhigang JiangShuo ZhuYan Wang","2022","http://link.springer.com/article/10.1007/s00170-021-07923-5","Article"
"Human-centred design in industry 4.0: case study review and opportunities for future research","Journal of Intelligent Manufacturing","","33","1","10.1007/s10845-021-01796-x","Hien Nguyen NgocGanix LasaIon Iriarte","2022","http://link.springer.com/article/10.1007/s10845-021-01796-x","Article"
"Correlation coefficient of T-spherical type-2 hesitant fuzzy sets and their applications in clustering analysis","Journal of Ambient Intelligence and Humanized Computing","","13","1","10.1007/s12652-021-02904-8","Şerif ÖzlüFaruk Karaaslan","2022","http://link.springer.com/article/10.1007/s12652-021-02904-8","Article"
"The green-agile supplier selection problem for the medical devices: a hybrid fuzzy decision-making approach","Environmental Science and Pollution Research","","29","5","10.1007/s11356-021-14690-z","Fatemeh AlamroshanMahyar La’liMohsen Yahyaei","2022","http://link.springer.com/article/10.1007/s11356-021-14690-z","Article"
"Innovative design on the shop floor of the Saint-Nazaire Airbus factory","Research in Engineering Design","","33","1","10.1007/s00163-021-00380-x","Honorine HarléSophie HoogePascal Le MassonKevin LevillainBenoit WeilGuillaume BulinThierry Ménard","2022","http://link.springer.com/article/10.1007/s00163-021-00380-x","Article"
"In-service machine tool remanufacturing: a sustainable resource-saving and high-valued recovery approach","Environment, Development and Sustainability","","24","1","10.1007/s10668-021-01499-6","Yanbin DuGuohua HeBo LiZhijie ZhouGuoao Wu","2022","http://link.springer.com/article/10.1007/s10668-021-01499-6","Article"
"Application of the QFD method to the design of a cocoa pulping machine","International Journal of System Assurance Engineering and Management","","12","6","10.1007/s13198-021-01416-0","Ricardo Andrés García-LeónWailer Jaimes-GonzalezLili Dahiana BecerraEder Flórez-SolanoMalka Cabellos-MartínezDaniel Meneses-Torres","2021","http://link.springer.com/article/10.1007/s13198-021-01416-0","Article"
"Application of the OIRE method—tool support and initial feedback from two chinese companies","Software Quality Journal","","29","4","10.1007/s11219-021-09562-1","Huishi YinDietmar Pfahl","2021","http://link.springer.com/article/10.1007/s11219-021-09562-1","Article"
"Green supplier selection for textile industry: a case study using BWM-TODIM integration under interval type-2 fuzzy sets","Environmental Science and Pollution Research","","28","45","10.1007/s11356-021-13832-7","Erkan CelikMelih YucesanMuhammet Gul","2021","http://link.springer.com/article/10.1007/s11356-021-13832-7","Article"
"Interactive design and structural analysis of pit-opener DAG for airport oil tanks based on user-centered design and finite element analysis","International Journal on Interactive Design and Manufacturing (IJIDeM)","","15","4","10.1007/s12008-021-00780-2","Abdul Hadi AzmanHawa HishamuddinFaiz DaudNoorul Adha BaharomMuhammad Amruha Md Zan","2021","http://link.springer.com/article/10.1007/s12008-021-00780-2","Article"
"Development of a new hesitant fuzzy ranking model for NTMP ranking problem","Soft Computing","","25","23","10.1007/s00500-021-06372-2","Kumru Didem AtalayYusuf Tansel İçBarış KeçeciMustafa YurdakulMelis Boran","2021","http://link.springer.com/article/10.1007/s00500-021-06372-2","Article"
"A new multi-period optimization model for resilient-sustainable project portfolio evaluation under interval-valued Pythagorean fuzzy sets with a case study","International Journal of Machine Learning and Cybernetics","","12","12","10.1007/s13042-021-01403-8","Vahid MohagheghiSeyed Meysam Mousavi","2021","http://link.springer.com/article/10.1007/s13042-021-01403-8","Article"
"Evaluation of Key Performance Indicators of Integrated Project Delivery and BIM Model for Infrastructure Transportation Project in Ahmedabad, India through Decision-Making Approach","Journal of The Institution of Engineers (India): Series A","","102","4","10.1007/s40030-021-00568-3","Hirakraj BapatDebasis SarkarRajesh Gujar","2021","http://link.springer.com/article/10.1007/s40030-021-00568-3","Article"
"Supplier selection and order allocation model with disruption and environmental risks in centralized supply chain","International Journal of System Assurance Engineering and Management","","12","6","10.1007/s13198-021-01164-1","Aida RezaeiAmir AghsamiMasoud Rabbani","2021","http://link.springer.com/article/10.1007/s13198-021-01164-1","Article"
"A methodology to select suppliers to increase sustainability within supply chains","Central European Journal of Operations Research","","29","4","10.1007/s10100-019-00668-3","María-José VerdechoFaustino Alarcón-ValeroDavid Pérez-PeralesJuan-José Alfaro-SaizRaúl Rodríguez-Rodríguez","2021","http://link.springer.com/article/10.1007/s10100-019-00668-3","Article"
"A new method for the design of knowledge-based engineering systems for manufacturing","International Journal on Interactive Design and Manufacturing (IJIDeM)","","15","4","10.1007/s12008-021-00771-3","Mattia MeleGiampaolo Campana","2021","http://link.springer.com/article/10.1007/s12008-021-00771-3","Article"
"Improving the Analytic Hierarchy Process for Requirements Prioritization Using Evolutionary Computing","Programming and Computer Software","","47","8","10.1134/S0361768821080235","Juan Carlos Benjamín Somohano-MurrietaJorge Octavio Ocharán-HernándezÁngel J. Sánchez-GarcíaXavier LimónMaría de los Ángeles Arenas-Valdés","2021","http://link.springer.com/article/10.1134/S0361768821080235","Article"
"Solving Material Handling Equipment Selection Problems in an Industry with the Help of Entropy Integrated COPRAS and ARAS MCDM techniques","Process Integration and Optimization for Sustainability","","5","4","10.1007/s41660-021-00192-5","Shankha Shubhra GoswamiDhiren Kumar Behera","2021","http://link.springer.com/article/10.1007/s41660-021-00192-5","Article"
"New Mixed Variational Problem and the Stokes System with a Singular Right-Hand Side","Computational Mathematics and Mathematical Physics","","61","12","10.1134/S0965542521120149","M. V. Urev","2021","http://link.springer.com/article/10.1134/S0965542521120149","Article"
"An Investigation on Engine Mass Airflow Sensor Production via TQM, TPM, and Six Sigma Practices","Operations Research Forum","","2","4","10.1007/s43069-021-00102-y","Mohammad Harris","2021","http://link.springer.com/article/10.1007/s43069-021-00102-y","Article"
"Quality assessment for improving healthcare service management","Soft Computing","","25","21","10.1007/s00500-021-06175-5","Deise de Araújo BatistaFagner José Coutinho de MeloAndré Philippi Gonzaga de AlbuquerqueDenise Dumke de Medeiros","2021","http://link.springer.com/article/10.1007/s00500-021-06175-5","Article"
"A novel integrated intuitionistic fuzzy decision aid for agile outsourcing provider selection: a COVID-19 pandemic-based scenario analysis","Soft Computing","","25","21","10.1007/s00500-021-06037-0","Nazli Goker","2021","http://link.springer.com/article/10.1007/s00500-021-06037-0","Article"
"Design of an innovative new extrusion system for a printing machine for ceramics","The International Journal of Advanced Manufacturing Technology","","117","1 - 2","10.1007/s00170-021-07431-6","Jihad EL MesbahiIrene Buj-CorralAbdelilah EL Mesbahi","2021","http://link.springer.com/article/10.1007/s00170-021-07431-6","Article"
"Ecotourism and socioeconomic strategies for Khansar River watershed of Iran","Environment, Development and Sustainability","","23","11","10.1007/s10668-021-01334-y","Ali Akbar JamaliRamin TabatabaeeTimothy O. Randhir","2021","http://link.springer.com/article/10.1007/s10668-021-01334-y","Article"
"An integrated importance-performance analysis and modified analytic hierarchy process approach to sustainable city assessment","Environmental Science and Pollution Research","","28","44","10.1007/s11356-021-15235-0","Say Wah LeeKe Xue","2021","http://link.springer.com/article/10.1007/s11356-021-15235-0","Article"
"Design for assistive technology oriented to design methodology: a systematic review on user-centered design and 3D printing approaches","Journal of the Brazilian Society of Mechanical Sciences and Engineering","","43","11","10.1007/s40430-021-03184-1","A. V. F. SantosZ. C. Silveira","2021","http://link.springer.com/article/10.1007/s40430-021-03184-1","Article"
"Sustainable design of the household water treatment systems using a novel integrated fuzzy QFD and LINMAP approach: a case study of Iran","Environment, Development and Sustainability","","23","10","10.1007/s10668-021-01284-5","Abdolvahhab FetanatMohsen Tayebi","2021","http://link.springer.com/article/10.1007/s10668-021-01284-5","Article"
